Open Source,Country,Yearly Salary in USD
Yes,Bulgaria,59384
No,United Kingdom,55562
Yes,United States,72600
No,Sweden,54895
Yes,United States,160000
No,United States,73000
Yes,Spain,293731
No,Luxembourg,73433
No,United States,140000
No,Germany,73433
Yes,India,9393
Yes,United States,145000
Yes,United States,76000
No,United States,125000
Yes,United States,66000
Yes,Greece,73433
Yes,Norway,70138
No,United States,67000
Yes,United States,45000
No,Canada,100652
Yes,Germany,104030
Yes,Netherlands,77104
No,United States,63700
No,United States,88000
No,India,8140
Yes,United States,87100
No,Germany,73433
No,United States,90000
No,Canada,64417
No,India,34440
No,United Kingdom,31323
No,United Kingdom,35421
Yes,United States,76000
Yes,United States,95000
Yes,United States,140000
No,United Kingdom,33337
No,France,46507
Yes,Switzerland,102184
Yes,Germany,79552
Yes,United States,133000
No,Netherlands,69761
Yes,United States,102000
Yes,Russian Federation,115000
Yes,Taiwan,72201
No,United States,105000
Yes,United States,96000
Yes,United States,70000
No,Uganda,26362
No,United States,125000
No,United States,100000
No,United States,90000
No,United Kingdom,111123
Yes,United Kingdom,76397
Yes,Canada,64417
No,India,28178
No,United States,75000
No,Greece,73433
No,India,62618
Yes,United States,85000
No,Sri Lanka,16770
No,Canada,72469
No,India,4696
Yes,United States,84000
Yes,United States,180000
No,United States,75000
Yes,India,32874
Yes,Switzerland,54220
Yes,Netherlands,67313
Yes,United Kingdom,55562
No,Germany,95462
No,United States,115000
No,United States,98000
Yes,Greece,42836
Yes,United States,95000
Yes,United States,135441
No,United States,70000
Yes,Switzerland,104269
No,India,81403
Yes,Taiwan,89827
Yes,United States,180000
No,Spain,35492
No,Canada,79716
No,Belgium,0
No,United States,200000
Yes,United States,75000
Yes,United States,72500
Yes,United States,215000
Yes,United States,133000
No,Jamaica,13032
Yes,United States,126000
No,United Kingdom,62507
Yes,Indonesia,42200
No,United States,114400
No,United States,55000
Yes,Germany,106477
No,United States,80000
No,India,7827
Yes,France,39164
Yes,Australia,66378
No,India,22308
No,Italy,58746
Yes,Canada,64417
No,India,8610
Yes,United States,55000
No,United States,14000
Yes,India,12524
No,India,17220
No,United States,125000
Yes,United States,132000
No,Germany,67313
No,United States,61500
Yes,United States,155000
No,United States,77000
Yes,United States,160000
Yes,United States,110000
Yes,Singapore,93500
Yes,New Zealand,76739
No,United States,98890
No,Canada,47910
Yes,United States,93000
Yes,Spain,26925
Yes,United States,24000
Yes,United States,90000
No,United States,125000
Yes,United Kingdom,36115
No,South Africa,67245
No,United Kingdom,65285
Yes,United Kingdom,61118
No,Ireland,97910
No,United Kingdom,53478
No,France,56910
Yes,United States,80000
No,Netherlands,83224
No,United States,140000
Yes,United Kingdom,111123
No,United Kingdom,56951
No,Belgium,91791
Yes,Canada,80521
No,Germany,48955
No,Norway,153028
No,United States,180000
No,India,9393
No,United States,120000
Yes,United States,131000
No,Slovenia,104030
Yes,United States,70000
No,Switzerland,130337
Yes,United States,69000
No,France,53851
Yes,United States,120000
No,United Kingdom,47227
Yes,Germany,55075
Yes,Canada,68443
No,Austria,0
Yes,Germany,122388
Yes,United States,106000
Yes,Norway,69118
No,United Kingdom,28986
No,Spain,35492
No,United Kingdom,52783
No,Ireland,91791
No,United States,85000
Yes,United States,105000
Yes,United States,100000
No,Spain,51403
No,United States,70400
Yes,India,0
Yes,France,39164
No,United States,65000
Yes,Ireland,72209
Yes,United States,96000
Yes,United States,87000
Yes,Germany,80776
No,Germany,62418
No,United States,130000
Yes,United States,150000
No,France,48955
No,United States,125000
Yes,United Kingdom,0
No,Russian Federation,0
No,United States,120000
No,Netherlands,61194
Yes,United States,122000
Yes,Australia,119960
No,United States,95000
No,United States,48000
Yes,United States,80000
No,United States,83000
No,Germany,79552
No,Austria,69761
Yes,Australia,75975
No,Norway,0
No,Germany,6
No,United States,64000
No,United States,145000
Yes,United States,150000
Yes,Australia,127957
No,United States,149000
Yes,Canada,64417
No,United States,70000
No,United States,135000
No,Slovenia,0
Yes,United States,130000
No,United Kingdom,62507
Yes,United States,160000
Yes,Germany,75880
No,United States,74000
No,United States,90000
No,Germany,500
No,United Kingdom,97233
No,Germany,85671
Yes,Spain,53239
No,United States,140000
Yes,United Kingdom,104178
Yes,United States,200000
Yes,Canada,68443
No,India,19568
Yes,United States,100000
Yes,Sweden,58388
No,United Kingdom,48894
No,United States,87000
No,Spain,48955
Yes,France,51403
No,United States,35000
No,United States,46500
No,United States,103100
Yes,United Kingdom,69452
No,Netherlands,117492
Yes,United States,75000
No,United States,115000
Yes,United States,85000
No,Germany,32310
No,Australia,90370
No,United States,120000
Yes,United States,60000
Yes,France,39164
No,United States,90000
No,United States,72000
Yes,United Kingdom,26670
Yes,United Kingdom,79175
No,United States,105000
Yes,France,55075
No,Spain,26925
No,United States,59000
Yes,Canada,9663
Yes,Australia,0
Yes,Australia,48471
Yes,India,16907
No,United Kingdom,76397
No,United Kingdom,80564
No,United States,65000
No,United States,90000
Yes,Denmark,197239
No,India,12524
Yes,Singapore,37852
No,Switzerland,109483
Yes,Germany,146865
No,United States,145000
Yes,Germany,67313
No,United States,154000
Yes,United Kingdom,52783
No,United Kingdom,70841
Yes,Netherlands,183582
Yes,Australia,95968
Yes,Germany,53851
Yes,United States,110000
No,United Kingdom,30559
No,United Kingdom,62507
Yes,France,46507
Yes,India,0
No,United States,100000
No,United States,128000
Yes,United States,140000
Yes,India,18785
No,United States,80000
No,United States,120000
Yes,Germany,24478
Yes,Hungary,46000
Yes,United States,175000
No,United States,70000
No,United Kingdom,50005
No,United States,131000
No,United States,175000
No,Canada,46702
No,"Iran, Islamic Republic of...",175
Yes,United Kingdom,152794
No,United States,110000
Yes,United States,93000
Yes,Australia,49424
No,United States,130000
No,United States,120000
Yes,United States,105000
No,Spain,36716
Yes,United States,260000
No,United States,80000
No,India,27207
Yes,Austria,63642
Yes,United Kingdom,83342
No,India,18785
No,United States,135000
No,United States,118500
Yes,Lebanon,15000
No,Spain,51403
No,United States,90000
Yes,Belgium,70422
Yes,United States,43680
Yes,Netherlands,61683
No,Spain,42836
Yes,Singapore,75705
No,United States,115000
No,Canada,120000
No,United Kingdom,41671
Yes,United Kingdom,62507
Yes,United States,110000
Yes,United States,111000
No,India,6262
Yes,Malta,55075
Yes,United States,51500
No,United States,80000
Yes,United Kingdom,83342
No,Australia,123959
Yes,Germany,73433
No,United Kingdom,34726
No,United Kingdom,52783
Yes,United States,67000
Yes,United States,220000
Yes,United Kingdom,69452
No,United States,95000
Yes,United States,93000
No,India,470
Yes,India,2818
Yes,Austria,79552
Yes,United States,150000
Yes,United States,89000
No,Germany,55075
Yes,United Kingdom,62507
Yes,United States,125000
Yes,Germany,61194
Yes,India,45398
Yes,South Korea,55075
Yes,United Kingdom,83342
No,Ireland,26925
Yes,United Kingdom,83467
No,Australia,63979
Yes,Italy,63642
Yes,United States,55000
No,United Kingdom,41671
Yes,United States,150000
No,United States,140000
No,United States,11000
No,United Kingdom,125014
No,United States,70000
Yes,United Kingdom,104178
Yes,United States,72000
Yes,Brazil,24953
Yes,India,4696
No,United States,83000
No,United States,96000
Yes,United Kingdom,54173
No,United Kingdom,48616
No,United States,175000
Yes,United Kingdom,83342
No,United States,99500
No,Canada,52339
No,Germany,61194
No,United States,92000
No,France,47731
No,United States,87000
Yes,United States,101000
No,United States,50000
Yes,India,12524
Yes,United States,83500
No,Germany,97910
Yes,United States,34868
Yes,Canada,93405
Yes,United States,95000
No,United States,138000
Yes,United Kingdom,83342
Yes,Romania,29373
Yes,Switzerland,119910
Yes,United States,221000
Yes,United Kingdom,76397
No,United States,40000
No,United States,67000
No,United Kingdom,21669
Yes,United States,175000
No,United States,73000
No,United States,140000
Yes,Australia,119960
Yes,United States,100000
Yes,United Kingdom,97233
Yes,India,61052
No,Germany,73433
Yes,Italy,24478
No,Norway,95642
Yes,United States,73000
Yes,Canada,123198
No,Canada,68443
Yes,"Iran, Islamic Republic of...",5994
No,South Africa,85705
Yes,United Kingdom,48616
No,United States,55000
No,United Kingdom,66674
Yes,India,18003
No,United States,95000
No,France,58746
No,Spain,31576
Yes,Netherlands,80776
Yes,Turkey,52982
No,Australia,143952
Yes,United States,150000
Yes,India,12993
No,Ireland,36716
No,United Kingdom,34726
Yes,United States,120000
No,United States,150000
No,United States,116000
Yes,United States,80000
Yes,Austria,13830
No,Germany,80776
Yes,Australia,111963
No,United States,163000
Yes,United States,100000
Yes,Portugal,42836
No,United States,6000
No,United Kingdom,55562
No,United States,90500
No,United States,100000
No,New Zealand,54813
Yes,United States,190000
Yes,United States,128000
No,Israel,104500
No,United States,110000
No,Germany,110149
No,Spain,23254
No,United States,70000
No,United States,80000
Yes,United States,130000
No,Greece,40388
No,India,5088
No,United States,95000
Yes,Netherlands,61194
No,India,4227
No,United States,75000
Yes,India,37571
No,Canada,76495
No,United Kingdom,37921
No,United States,120000
No,India,0
Yes,United States,182500
No,Germany,67313
Yes,Australia,111963
No,United States,182000
No,United States,70000
Yes,United States,101700
Yes,Germany,48955
Yes,United Kingdom,76397
No,United Kingdom,62507
No,United Kingdom,90288
Yes,United Kingdom,52783
No,India,20351
Yes,United States,120000
No,New Zealand,71623
No,United States,165000
No,India,5166
No,India,9549
No,United States,97500
No,Greece,24478
Yes,India,53225
No,United Kingdom,48616
No,United Kingdom,48616
Yes,United Kingdom,44449
No,United States,72000
No,United Kingdom,62715
Yes,Germany,58746
No,United Kingdom,48616
No,United Kingdom,48616
Yes,United Kingdom,63201
No,United Kingdom,58340
No,India,12524
No,United States,80000
No,Canada,60391
No,France,48955
No,United States,92000
No,Australia,75975
No,France,44060
Yes,United States,165000
Yes,Germany,77104
No,India,6806
No,United States,75000
No,Germany,30597
Yes,Australia,39987
No,United Kingdom,26392
No,Canada,96626
No,Netherlands,73433
Yes,Ireland,55075
No,Spain,41612
No,Netherlands,51403
No,United States,14000
No,United States,105000
No,Canada,64417
Yes,United States,112000
Yes,United Kingdom,68757
Yes,United States,125000
No,India,9017
No,United Kingdom,86120
No,United States,0
No,France,53851
Yes,Canada,104678
Yes,Finland,64866
Yes,France,66089
No,Canada,103067
No,United Kingdom,58340
Yes,United States,125000
No,Switzerland,130337
Yes,United Kingdom,250027
No,United States,90000
Yes,United States,67000
No,Australia,95968
No,Germany,244776
No,Netherlands,75636
Yes,Germany,73433
No,United States,75000
No,United States,104000
No,United Kingdom,47922
No,India,0
Yes,United States,107000
Yes,Spain,41612
No,Germany,61194
No,Germany,64866
Yes,United States,175000
Yes,Egypt,7054
Yes,United States,70000
No,United States,97000
No,Ireland,73433
Yes,Germany,70985
Yes,Germany,61194
Yes,India,12837
Yes,Australia,139154
Yes,Ireland,61194
Yes,United Kingdom,90288
Yes,Australia,95968
No,Germany,85671
Yes,United States,200000
Yes,United States,100200
No,Greece,110149
Yes,United States,84000
Yes,United States,120000
No,United States,70000
No,Singapore,59807
No,United States,105000
Yes,Spain,44060
No,Australia,119960
Yes,Germany,61194
No,United States,110000
No,India,34831
No,United Kingdom,13890
Yes,United States,136000
Yes,United States,56000
Yes,United States,125000
No,Australia,39987
No,Italy,34269
Yes,India,10802
No,United States,65000
No,India,21916
No,Canada,74885
No,United States,80000
No,United States,126000
No,United States,96000
Yes,New Zealand,152794
Yes,Switzerland,145977
Yes,Italy,29373
Yes,Switzerland,67775
No,Australia,83972
No,Germany,73433
No,Germany,61194
No,United States,70000
Yes,United States,70000
No,Germany,73433
Yes,United States,125000
No,India,0
No,United States,115000
No,Germany,73433
No,United States,120000
Yes,India,11741
Yes,India,5260
Yes,United Kingdom,40282
Yes,Bangladesh,1444
No,United States,65000
Yes,Switzerland,104269
Yes,India,27004
Yes,India,0
Yes,United States,107000
No,United States,80000
No,Germany,122388
Yes,United Kingdom,37504
No,Spain,29373
Yes,United States,105000
Yes,Germany,30597
Yes,United States,70000
Yes,Canada,52339
No,Finland,67313
Yes,United States,65000
Yes,United States,142000
No,United Kingdom,78481
No,Switzerland,177258
No,Canada,68443
Yes,Belarus,46560
Yes,India,7827
No,India,18785
Yes,France,48955
Yes,United States,130000
No,United States,69000
No,Ukraine,3341
Yes,United Kingdom,70841
Yes,United Kingdom,90288
Yes,Canada,130000
No,France,55075
No,United States,85000
No,Ireland,79552
No,United Kingdom,166685
No,Germany,67313
No,Germany,88119
No,United Kingdom,58340
No,Canada,49521
No,United Kingdom,66674
Yes,United States,115000
No,Ireland,79552
No,India,10958
Yes,Germany,95462
No,Netherlands,89343
No,United States,125000
Yes,United States,100000
No,Mexico,53716
No,United States,68000
Yes,United Kingdom,59729
Yes,Australia,79973
No,Australia,51983
Yes,United States,40000
Yes,United States,141000
Yes,United States,77400
No,Canada,53144
No,Germany,66089
Yes,United States,74000
No,Germany,61194
Yes,Netherlands,49713
No,Canada,62807
No,United States,80000
Yes,United States,50000
Yes,Hong Kong (S.A.R.),67351
Yes,India,26612
No,United Kingdom,166685
Yes,United States,185000
No,Italy,85671
Yes,Germany,61194
Yes,Netherlands,36716
No,Germany,70000
No,Italy,26925
Yes,Germany,110149
No,United States,95000
No,United States,140000
Yes,United States,60000
No,United States,97000
No,United States,104000
Yes,United States,35000
Yes,India,9393
Yes,United States,135000
No,United Kingdom,34726
No,France,51403
Yes,United States,120000
Yes,Serbia,122388
No,Germany,55075
No,United States,120000
Yes,United States,60000
Yes,India,6418
No,United States,70000
Yes,United States,133000
Yes,Switzerland,135550
No,Nepal,587
Yes,India,13306
Yes,United Kingdom,35301
No,United States,65000
Yes,Nigeria,10000
Yes,United States,105000
Yes,United States,98500
No,United States,77760
Yes,Germany,85671
No,United States,78000
Yes,Germany,73433
No,Norway,86716
No,United Kingdom,30559
Yes,Switzerland,114696
No,United States,141000
Yes,United States,144000
No,Australia,27991
Yes,United States,30000
Yes,Spain,19582
No,United Kingdom,44449
No,United States,165000
No,Israel,222246
Yes,Austria,85671
No,India,14089
No,India,2348
Yes,Canada,60391
No,Switzerland,198112
Yes,United States,250000
Yes,India,20351
No,India,10175
No,Greece,48866
Yes,United States,90000
No,France,45283
Yes,France,55075
Yes,Spain,55075
Yes,United States,119000
Yes,India,3131
Yes,United States,70000
No,United States,80000
No,India,38000
Yes,United Kingdom,100011
Yes,United Kingdom,97233
No,United Kingdom,69452
No,Sweden,93570
No,India,108015
No,Switzerland,78202
No,United States,135000
No,Spain,36716
Yes,United States,57600
No,United Kingdom,62507
No,United States,126300
No,Canada,88573
Yes,India,18785
No,United States,65000
Yes,United States,90000
No,United States,130000
No,United States,55000
No,India,6262
Yes,Germany,53851
No,Norway,122422
Yes,Germany,62418
No,United States,48000
Yes,Germany,61194
No,United States,160000
No,United Kingdom,83342
No,United States,85000
No,Germany,79552
Yes,United States,0
No,Germany,51403
Yes,India,14089
No,Germany,56000
No,United States,85000
No,United Kingdom,97233
No,United States,45000
No,Canada,68443
No,Netherlands,34513
Yes,Germany,104030
Yes,Switzerland,98013
No,Germany,48955
Yes,United States,140000
No,United States,122000
No,United States,110000
No,United States,85000
No,Canada,120782
No,United States,106000
Yes,Canada,39455
Yes,United States,107000
Yes,United Kingdom,16668
Yes,United States,135000
Yes,United States,19380
No,United States,40000
Yes,India,0
Yes,France,48955
Yes,United States,75000
Yes,Finland,91791
No,India,62618
No,United States,70000
Yes,United States,135000
Yes,United States,170000
No,United Kingdom,34726
Yes,United Kingdom,97233
No,United States,60000
No,United States,90000
No,Canada,57975
No,United Kingdom,65285
No,Romania,63589
No,Belgium,53851
No,United States,62500
Yes,United Kingdom,79870
Yes,United States,60000
No,United Kingdom,111123
No,United States,120000
No,United States,120000
Yes,South Korea,54189
No,United States,115000
Yes,United Kingdom,111123
Yes,Germany,67313
Yes,United States,145000
No,United States,120000
Yes,United States,86000
No,Switzerland,114696
No,United States,85000
No,United Kingdom,51394
Yes,United States,90000
No,United Kingdom,66674
No,Germany,55075
Yes,United States,60000
No,United States,175000
No,United States,57000
No,United States,105000
No,Canada,80521
No,Spain,29373
No,United Kingdom,83342
No,Australia,59980
No,Canada,52339
No,India,28961
No,United Kingdom,52089
Yes,United States,140000
No,United States,85000
Yes,France,61194
Yes,United States,33280
Yes,India,27395
Yes,United Kingdom,88899
Yes,Canada,116756
Yes,United States,110000
No,India,11741
Yes,United States,45000
Yes,India,12524
No,United States,65000
No,United States,138000
Yes,United States,155000
No,Australia,83972
No,United States,74000
No,Canada,44583
Yes,India,0
No,United States,110000
No,United States,80000
Yes,United Kingdom,51394
Yes,United Kingdom,47227
No,United Kingdom,138904
No,Canada,80521
Yes,United States,65000
Yes,United States,58000
No,Germany,75880
No,Germany,97910
No,United Kingdom,69452
Yes,India,9393
No,United States,115000
No,Canada,47508
Yes,India,0
No,Austria,67313
No,United Kingdom,48616
Yes,Portugal,24478
No,United States,90000
No,United Kingdom,55562
Yes,France,39164
No,United States,125000
No,United States,128000
No,Japan,52000
No,United States,48000
No,United States,130000
No,United States,60000
Yes,India,22699
No,India,12398
No,United States,94000
No,United States,81000
No,Italy,34269
No,Germany,159104
Yes,United States,125000
Yes,United Kingdom,216690
No,Canada,60391
Yes,United States,115000
Yes,Indonesia,20000
Yes,United States,90000
No,United States,60000
No,United States,70000
No,Netherlands,73433
Yes,United States,80000
Yes,United States,100000
No,United States,27000
Yes,United States,95000
Yes,South Africa,31645
No,Germany,47731
Yes,Spain,36716
No,Italy,0
No,Australia,61580
Yes,United States,100
Yes,United States,70000
No,United States,140000
No,United States,82000
Yes,United States,97000
Yes,United States,160000
No,Canada,52339
Yes,Canada,112730
No,Canada,44534
No,United Kingdom,66674
Yes,United States,80000
Yes,United States,155000
No,United States,70000
Yes,United States,80000
Yes,Ireland,183582
Yes,United States,300000
No,United States,136000
No,United Kingdom,36115
Yes,United States,80000
No,Germany,73433
No,United Kingdom,75008
No,Australia,95968
Yes,United States,65000
Yes,United States,105000
Yes,United States,113500
Yes,Australia,59980
No,United States,73000
No,Ireland,40388
No,United States,99000
No,Canada,83742
Yes,United States,115000
No,Italy,36716
No,Canada,120782
No,United States,109000
No,Ireland,61194
No,Germany,97910
Yes,United Kingdom,76397
Yes,Germany,67313
Yes,India,2195
No,Switzerland,0
Yes,United Kingdom,104178
No,United Kingdom,62507
No,United States,70000
No,Canada,55399
Yes,Canada,104678
No,United Kingdom,51394
No,United States,130000
No,Canada,48313
No,United States,65000
Yes,United States,145000
Yes,United States,66000
Yes,United States,132000
Yes,India,26612
No,India,11788
Yes,United States,105000
No,United States,150000
No,India,0
Yes,Australia,77574
No,Finland,36472
Yes,Canada,64417
No,United States,57000
Yes,United States,16000
No,United States,55000
Yes,Germany,48955
Yes,France,42836
No,United Kingdom,66674
No,Norway,60063
Yes,United States,107000
Yes,Denmark,180803
No,Canada,71664
No,United States,64800
Yes,Germany,77104
No,Germany,68537
Yes,United States,140000
Yes,United States,180000
Yes,United States,150000
Yes,United States,80000
Yes,India,26612
No,United States,126000
No,United States,20000
No,United States,67942
Yes,Germany,58746
Yes,United States,250000
Yes,Latvia,116268
No,United States,100000
No,United States,90000
Yes,United Kingdom,138904
No,New Zealand,67968
No,United States,108000
No,United States,92000
No,France,36716
Yes,Italy,110149
No,United States,130000
No,United States,120000
No,Italy,31821
No,United States,77000
No,United States,45000
Yes,United States,100000
Yes,United States,128000
No,United States,110000
No,Spain,44060
No,United States,120000
Yes,United States,106000
No,United States,85000
Yes,United States,138000
No,Italy,97910
No,Mexico,112000
No,United Kingdom,26392
Yes,United States,300000
No,United Kingdom,31948
No,Germany,44060
No,United States,100000
No,United States,123000
No,Australia,101566
No,United States,111000
Yes,India,14089
Yes,United States,90000
No,Netherlands,48955
No,United States,195000
Yes,Netherlands,47731
No,United States,106000
Yes,India,4696
Yes,Australia,95968
No,Canada,72469
No,Spain,70985
No,China,17142
No,Italy,51403
Yes,United States,122500
No,United States,102000
No,Australia,175941
No,United Kingdom,62507
Yes,United States,135000
No,Norway,85440
No,Canada,64417
Yes,India,8078
Yes,Norway,108395
Yes,Germany,66089
Yes,France,48955
No,Germany,88119
No,United States,150000
No,Norway,80340
Yes,Netherlands,79552
No,United Kingdom,37504
Yes,United States,210000
Yes,Australia,159947
No,United States,108000
No,Norway,45143
Yes,United States,140000
Yes,Canada,56365
Yes,Spain,26925
Yes,United Kingdom,45838
No,India,0
No,Canada,68443
Yes,Germany,63642
Yes,United States,106000
Yes,United Kingdom,66674
No,Switzerland,156404
No,Austria,61194
No,United States,76272
No,Pakistan,90
No,United States,110000
No,United States,120000
No,United Kingdom,62507
No,Canada,74080
Yes,Norway,79064
No,United States,70000
Yes,United Kingdom,93760
Yes,New Zealand,91791
No,Germany,122388
Yes,United States,113000
No,Ireland,104030
Yes,India,7827
No,Spain,104030
Yes,Switzerland,125123
Yes,United States,165000
Yes,Canada,17715
No,Germany,84056
Yes,United States,70000
Yes,Germany,67313
Yes,Germany,85671
No,United States,75000
Yes,United States,35000
No,Germany,104030
Yes,United Kingdom,43755
No,India,6262
No,Italy,61194
Yes,United States,175000
Yes,Bulgaria,37506
Yes,Germany,73433
No,United Kingdom,41671
Yes,Australia,127957
Yes,India,4696
Yes,United States,93000
Yes,United States,126000
No,Germany,79552
Yes,France,94239
Yes,United States,141000
Yes,United States,56000
No,United States,80000
No,United States,75000
Yes,New Zealand,28503
No,United Kingdom,0
Yes,United States,118993
No,Ukraine,0
Yes,New Zealand,36542
No,United States,158000
No,United Kingdom,40977
No,United States,140000
Yes,United States,80000
No,United States,64000
Yes,United States,93000
Yes,United States,72000
No,United States,100000
No,Poland,41824
No,United States,53000
No,United Kingdom,62507
Yes,Spain,25701
No,Germany,0
No,France,45895
Yes,Canada,77300
No,France,73433
No,Norway,96956
Yes,United States,95
Yes,Canada,88622
Yes,United States,245000
No,Canada,48313
No,United States,130000
Yes,United States,98000
Yes,United States,35000
Yes,Spain,40388
No,United States,118000
No,United States,230000
No,United States,18000
Yes,Argentina,45500
No,Norway,255046
Yes,India,21916
No,India,5009
Yes,United Kingdom,51394
No,Norway,118068
Yes,India,9393
No,United States,125000
No,New Zealand,51159
No,Germany,47731
No,Germany,91791
No,United States,68000
Yes,Japan,70230
Yes,Spain,55075
No,United States,170000
Yes,France,53851
Yes,United States,60000
Yes,United States,90000
No,United States,135000
Yes,United States,100000
Yes,United Kingdom,56951
Yes,United States,85000
Yes,United States,93000
No,Australia,57181
No,United Kingdom,97233
No,United States,78000
No,United States,130000
Yes,United States,65980
Yes,United States,175000
No,United Kingdom,58340
No,United Kingdom,50769
No,United States,150000
No,Portugal,46507
No,Germany,85671
Yes,India,5009
No,United States,75000
Yes,United States,131000
Yes,United States,90000
Yes,United Kingdom,45838
Yes,United Kingdom,180575
Yes,United States,130000
No,India,11349
No,Ireland,91791
No,Dominican Republic,18804
Yes,United States,160000
No,United Kingdom,55562
No,United States,150000
Yes,India,24264
No,Germany,55075
No,Spain,24478
Yes,Netherlands,122388
No,Canada,52339
Yes,United States,250000
Yes,United States,125000
Yes,India,19881
Yes,United States,110000
Yes,India,3209
No,France,73433
No,Germany,42836
No,New Zealand,54813
No,India,8078
No,India,26769
Yes,United States,43000
No,United Kingdom,59266
Yes,Netherlands,63642
No,Malta,55075
No,United States,70000
Yes,United States,75126
No,India,10958
No,Ghana,18000
Yes,United States,91500
Yes,France,42836
No,United States,80000
No,Ireland,64866
Yes,United States,103400
Yes,Australia,87971
Yes,Italy,73433
Yes,France,61194
No,United States,115000
No,Germany,62418
Yes,United Kingdom,69452
Yes,France,79552
Yes,Australia,95968
No,United Kingdom,43060
Yes,United States,148000
Yes,United States,92000
No,Slovenia,44060
No,United States,180000
No,Netherlands,73
Yes,United States,40000
Yes,Germany,84448
No,Canada,0
Yes,United States,40000
No,Canada,44287
No,Germany,73433
No,Germany,46507
Yes,United States,90500
No,India,17220
No,Australia,111963
Yes,Germany,122388
Yes,Turkey,35
No,United Kingdom,194466
Yes,Germany,55075
No,Canada,48313
No,United States,130000
No,United States,125000
No,Australia,75975
No,United States,120000
No,Ireland,97910
Yes,Germany,134627
Yes,United States,89000
No,United States,55000
No,United Kingdom,55562
No,United States,74500
Yes,Australia,41586
No,Romania,0
No,United States,12000
No,United States,92500
No,India,28178
No,United States,80000
No,United States,50000
No,United States,120000
Yes,United States,65000
Yes,Norway,59936
Yes,United States,90000
No,Germany,90567
No,Germany,72209
Yes,United Kingdom,69452
Yes,Germany,83224
Yes,United States,160000
Yes,United States,70000
No,United Kingdom,104178
No,United States,62000
Yes,United States,93000
Yes,United States,240000
No,Spain,29373
Yes,Denmark,90730
No,India,6731
No,Netherlands,68537
Yes,Costa Rica,58000
No,Nigeria,12500
No,United States,194000
No,India,7827
No,India,56356
No,India,36788
No,United States,65000
Yes,United States,300000
No,United States,108000
Yes,France,58746
No,Germany,61194
Yes,Germany,51403
No,United States,110000
No,United States,150000
Yes,United States,150000
No,Netherlands,83224
No,United States,130000
No,India,21916
No,United Kingdom,83342
No,India,6262
No,United States,100000
No,United States,66000
Yes,India,10958
Yes,United States,160000
Yes,United Kingdom,62507
Yes,Ireland,34269
Yes,United States,199500
No,United States,88000
Yes,Italy,42836
Yes,United States,65000
No,India,15654
No,Germany,122388
No,United States,24356
Yes,United States,125000
Yes,Australia,75975
Yes,Canada,48313
No,United Kingdom,45352
Yes,Netherlands,44060
No,Spain,64866
Yes,Serbia,50000
Yes,United States,100000
No,United Kingdom,37336
Yes,Germany,63642
No,United States,150000
No,India,19458
Yes,Italy,36716
Yes,United States,156000
No,United Kingdom,58340
No,United Kingdom,62507
Yes,United Kingdom,50700
Yes,Spain,19582
No,United States,69200
No,United States,160000
Yes,United States,121500
Yes,Germany,171343
No,United States,140000
No,Switzerland,67775
Yes,United States,150000
Yes,Hungary,14687
Yes,United States,195000
No,United Kingdom,48616
Yes,United States,118500
Yes,India,2818
No,France,56298
Yes,United States,65000
No,United States,43180
No,United States,120000
No,India,16040
Yes,Poland,0
Yes,Germany,73433
Yes,Ireland,85671
No,Canada,36235
No,United States,300000
Yes,United States,88800
Yes,India,6262
No,United States,70000
Yes,India,313
No,United Kingdom,34726
No,United States,60000
No,United States,80000
No,United Kingdom,34726
No,United States,110000
No,United States,76500
No,United States,60000
Yes,India,26612
No,Canada,40196
No,United States,65000
Yes,United States,140000
No,United States,66000
Yes,India,5009
No,United Kingdom,62507
Yes,United Kingdom,36115
Yes,France,48955
Yes,Germany,56298
No,Canada,72469
Yes,Spain,31821
Yes,United States,140000
Yes,United Kingdom,97233
No,United States,73000
Yes,Singapore,0
No,Canada,85353
Yes,United Kingdom,79175
No,United States,106000
Yes,Germany,146865
No,United States,108000
No,United States,125000
No,France,41612
No,United Kingdom,56256
No,United States,91000
No,United States,85000
Yes,Norway,77789
Yes,Ireland,52627
Yes,United States,67000
Yes,United States,130000
Yes,United States,70000
Yes,Ireland,150000
Yes,United States,88580
Yes,United States,180000
No,Canada,32209
Yes,New Zealand,62122
Yes,United States,96000
No,Germany,86895
Yes,Germany,120000
Yes,United States,90000
No,United States,15500
No,United States,0
Yes,Australia,47824
No,Hong Kong (S.A.R.),81359
No,United States,110000
Yes,United Kingdom,69452
No,Switzerland,125123
Yes,Germany,79552
Yes,Finland,85671
Yes,United Kingdom,48616
Yes,Spain,36716
No,United Kingdom,90288
No,Argentina,8899
Yes,United States,135000
No,United States,92500
Yes,India,2818
No,United States,135000
No,United States,75000
No,United Kingdom,83481
Yes,Spain,48955
Yes,Japan,58525
Yes,Spain,44060
Yes,United States,185000
Yes,United Kingdom,48880
Yes,United Kingdom,37504
No,United States,140000
Yes,Canada,72469
No,France,42836
No,Australia,2495
No,United States,100000
Yes,United States,94000
No,Germany,55075
No,United States,92000
No,United Kingdom,138904
No,Germany,67313
Yes,United States,80000
No,Russian Federation,857
Yes,United States,65000
No,Canada,72469
No,Italy,36716
No,United States,100000
Yes,United States,60000
No,United States,102000
Yes,United States,136000
No,Germany,104030
